-67.65800000000002,44.037
-70.10000000000002,43.604
-68.58600000000001,43.306
-67.09199999999998,42.992
-70.99000000000001,42.862
-69.49099999999999,42.57
-68.00900000000001,42.263
-71.85699999999997,42.117
-70.37200000000001,41.829
-68.90300000000002,41.529
-72.702,41.369
-71.23000000000002,41.085
-69.774,40.791
-73.52499999999998,40.618
-72.06700000000001,40.338
-70.62400000000002,40.048
-74.327,39.865
-72.88299999999998,39.587
-71.45299999999997,39.302
-75.11000000000001,39.111
-73.678,38.835
-72.262,38.552
-75.87299999999999,38.356
-74.45499999999998,38.08
-73.05099999999999,37.799
-76.618,37.6
-75.21299999999997,37.323
-73.82100000000003,37.044
-75.95299999999997,36.566
-74.57400000000001,36.287
-75.31,35.528
-76.02800000000002,34.767
-76.731,34.006
-78.75,33.53
-77.41899999999998,33.243
-80.78800000000001,32.261
-79.40899999999999,32.48
-78.09100000000001,32.48
-80.85500000000002,31.115
-79.803,31.421
-78.75,31.717
-78.75,30.772
-77.697,31.421
-76.71199999999999,32.261
-76.03700000000003,33.015
-75.34800000000001,33.769
-74.642,34.521
-73.92000000000002,35.273
-73.18,36.023
-72.423,36.772
-68.344,40.474
-67.46500000000003,41.202
-78.75,29.823
-77.517,30.245
-72.53800000000001,35.0
-78.75,28.87
-77.53399999999999,29.302
-78.75,27.912
-77.55000000000001,28.353
-78.75,26.951
-77.56600000000003,27.401
-78.75,25.986
-77.58100000000002,26.444
-77.59500000000003,25.483
-81.017,29.944
-79.983,30.245
-79.96600000000001,29.302
-79.94999999999999,28.353
-79.93399999999997,27.401
-79.91899999999998,26.444
-79.90499999999997,25.483
